id,prediction
GCA_009886055_7000_71,aerobe
GCA_009886055_7000_72,aerobe
GCA_009886055_7000_73,aerobe
GCA_009886055_7000_74,aerobe
GCA_009886055_7000_75,aerobe
GCA_009886055_7000_76,aerobe
GCA_009886055_7000_77,aerobe
GCA_009886055_7000_78,aerobe
GCA_009886055_7000_79,aerobe
GCA_009886055_7000_80,aerobe
GCA_009886055_7000_81,aerobe
GCA_009886055_7000_82,aerobe
GCA_009886055_7000_83,aerobe
GCA_009886055_7000_84,aerobe
GCA_009886055_7000_85,aerobe
GCA_009886055_7000_86,aerobe
GCA_009886055_7000_87,aerobe
GCA_009886055_7000_88,aerobe
GCA_009886055_7000_89,aerobe
GCA_009886055_7000_90,aerobe
GCA_009886055_7000_91,aerobe
GCA_009886055_7000_92,aerobe
GCA_009886055_7000_93,aerobe
GCA_009886055_7000_94,aerobe
GCA_009886055_7000_95,aerobe
GCA_009886055_7000_96,aerobe
GCA_009886055_7000_97,aerobe
GCA_009886055_7000_98,aerobe
GCA_009886055_7000_99,aerobe
GCA_009886055_10000_0,aerobe
GCA_009886055_10000_1,aerobe
GCA_009886055_10000_2,aerobe
GCA_009886055_10000_3,aerobe
GCA_009886055_10000_4,aerobe
GCA_009886055_10000_5,aerobe
GCA_009886055_10000_6,aerobe
GCA_009886055_10000_7,aerobe
GCA_009886055_10000_8,aerobe
GCA_009886055_10000_9,aerobe
GCA_009886055_10000_10,aerobe
GCA_009886055_10000_11,aerobe
GCA_009886055_10000_12,aerobe
GCA_009886055_10000_13,aerobe
GCA_009886055_10000_14,aerobe
GCA_009886055_10000_15,aerobe
GCA_009886055_10000_16,aerobe
GCA_009886055_10000_17,aerobe
GCA_009886055_10000_18,aerobe
GCA_009886055_10000_19,aerobe
GCA_009886055_10000_20,aerobe
GCA_009886055_10000_21,aerobe
GCA_009886055_10000_22,aerobe
GCA_009886055_10000_23,aerobe
GCA_009886055_10000_24,aerobe
GCA_009886055_10000_25,aerobe
GCA_009886055_10000_26,aerobe
GCA_009886055_10000_27,aerobe
GCA_009886055_10000_28,aerobe
GCA_009886055_10000_29,aerobe
GCA_009886055_10000_30,aerobe
GCA_009886055_10000_31,aerobe
GCA_009886055_10000_32,aerobe
GCA_009886055_10000_33,aerobe
GCA_009886055_10000_34,aerobe
GCA_009886055_10000_35,aerobe
GCA_009886055_10000_36,aerobe
GCA_009886055_10000_37,aerobe
GCA_009886055_10000_38,aerobe
GCA_009886055_10000_39,aerobe
GCA_009886055_10000_40,aerobe
GCA_009886055_10000_41,aerobe
GCA_009886055_10000_42,aerobe
GCA_009886055_10000_43,aerobe
GCA_009886055_10000_44,aerobe
GCA_009886055_10000_45,aerobe
GCA_009886055_10000_46,aerobe
GCA_009886055_10000_47,aerobe
GCA_009886055_10000_48,aerobe
GCA_009886055_10000_49,aerobe
GCA_009886055_10000_50,aerobe
GCA_009886055_10000_51,aerobe
GCA_009886055_10000_52,aerobe
GCA_009886055_10000_53,aerobe
GCA_009886055_10000_54,aerobe
GCA_009886055_10000_55,aerobe
GCA_009886055_10000_56,aerobe
GCA_009886055_10000_57,aerobe
GCA_009886055_10000_58,aerobe
GCA_009886055_10000_59,aerobe
GCA_009886055_10000_60,aerobe
GCA_009886055_10000_61,aerobe
GCA_009886055_10000_62,aerobe
GCA_009886055_10000_63,aerobe
GCA_009886055_10000_64,aerobe
GCA_009886055_10000_65,aerobe
GCA_009886055_10000_66,aerobe
GCA_009886055_10000_67,aerobe
GCA_009886055_10000_68,aerobe
GCA_009886055_10000_69,aerobe
GCA_009886055_10000_70,aerobe
GCA_009886055_10000_71,aerobe
GCA_009886055_10000_72,aerobe
GCA_009886055_10000_73,aerobe
GCA_009886055_10000_74,aerobe
GCA_009886055_10000_75,aerobe
GCA_009886055_10000_76,aerobe
GCA_009886055_10000_77,aerobe
GCA_009886055_10000_78,aerobe
GCA_009886055_10000_79,aerobe
GCA_009886055_10000_80,aerobe
GCA_009886055_10000_81,aerobe
GCA_009886055_10000_82,aerobe
GCA_009886055_10000_83,aerobe
GCA_009886055_10000_84,aerobe
GCA_009886055_10000_85,aerobe
GCA_009886055_10000_86,aerobe
GCA_009886055_10000_87,aerobe
GCA_009886055_10000_88,aerobe
GCA_009886055_10000_89,aerobe
GCA_009886055_10000_90,aerobe
GCA_009886055_10000_91,aerobe
GCA_009886055_10000_92,aerobe
GCA_009886055_10000_93,aerobe
GCA_009886055_10000_94,aerobe
GCA_009886055_10000_95,aerobe
GCA_009886055_10000_96,aerobe
GCA_009886055_10000_97,aerobe
GCA_009886055_10000_98,aerobe
GCA_009886055_10000_99,aerobe
GCA_009886055_20000_0,aerobe
GCA_009886055_20000_1,aerobe
GCA_009886055_20000_2,aerobe
GCA_009886055_20000_3,aerobe
GCA_009886055_20000_4,aerobe
GCA_009886055_20000_5,aerobe
GCA_009886055_20000_6,aerobe
GCA_009886055_20000_7,aerobe
GCA_009886055_20000_8,aerobe
GCA_009886055_20000_9,aerobe
GCA_009886055_20000_10,aerobe
GCA_009886055_20000_11,aerobe
GCA_009886055_20000_12,aerobe
GCA_009886055_20000_13,aerobe
GCA_009886055_20000_14,aerobe
GCA_009886055_20000_15,aerobe
GCA_009886055_20000_16,aerobe
GCA_009886055_20000_17,aerobe
GCA_009886055_20000_18,aerobe
GCA_009886055_20000_19,aerobe
GCA_009886055_20000_20,aerobe
GCA_009886055_20000_21,aerobe
GCA_009886055_20000_22,aerobe
GCA_009886055_20000_23,aerobe
GCA_009886055_20000_24,aerobe
GCA_009886055_20000_25,aerobe
GCA_009886055_20000_26,aerobe
GCA_009886055_20000_27,aerobe
GCA_009886055_20000_28,aerobe
GCA_009886055_20000_29,aerobe
